Date	Time	Severity	PID	TID	Function	Message
06-06-2026	22:24:36.604	 INFO	 61144	 62292	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\tail.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 114311546
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
06-06-2026	22:24:36.606	 INFO	 61144	 62292	LateInitialization	"Intialization finished"
06-06-2026	22:24:37.735	 INFO	 42724	 22184	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
06-06-2026	22:24:37.745	 INFO	 42724	 22184	DllMain	"PROCESS ATTACHED"
06-06-2026	22:24:37.747	 INFO	 42724	 45732	LateInitialization	"Intialization..."
06-06-2026	22:24:37.749	 INFO	 42724	 45732	LoadDisplayDevicesName	"DisplayDevices : "
06-06-2026	22:24:37.754	 INFO	 42724	 45732	LoadDisplayDevicesName	"\\.\DISPLAY1"
06-06-2026	22:24:37.758	 INFO	 42724	 45732	LoadDisplayDevicesName	"\\.\DISPLAY2"
06-06-2026	22:24:37.761	 INFO	 42724	 45732	LoadDisplayDevicesName	"\\.\DISPLAY3"
06-06-2026	22:24:37.763	 INFO	 42724	 45732	LoadDisplayDevicesName	"\\.\DISPLAY4"
06-06-2026	22:24:37.771	ERROR	 42724	 45732	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
06-06-2026	22:24:37.775	 INFO	 42724	 45732	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 114312718
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
06-06-2026	22:24:37.778	 INFO	 42724	 45732	LateInitialization	"Intialization finished"
06-06-2026	22:49:49.534	 INFO	 42716	 63180	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
06-06-2026	22:49:49.540	 INFO	 42716	 63180	DllMain	"PROCESS ATTACHED"
06-06-2026	22:49:49.542	 INFO	 42716	 55792	LateInitialization	"Intialization..."
06-06-2026	22:49:49.546	 INFO	 42716	 55792	LoadDisplayDevicesName	"DisplayDevices : "
06-06-2026	22:49:49.549	 INFO	 42716	 55792	LoadDisplayDevicesName	"\\.\DISPLAY1"
06-06-2026	22:49:49.552	 INFO	 42716	 55792	LoadDisplayDevicesName	"\\.\DISPLAY2"
06-06-2026	22:49:49.554	 INFO	 42716	 55792	LoadDisplayDevicesName	"\\.\DISPLAY3"
06-06-2026	22:49:49.557	 INFO	 42716	 55792	LoadDisplayDevicesName	"\\.\DISPLAY4"
06-06-2026	22:49:49.565	ERROR	 42716	 55792	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
06-06-2026	22:49:49.568	 INFO	 42716	 55792	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\tail.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 115824515
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
06-06-2026	22:49:49.571	 INFO	 42716	 55792	LateInitialization	"Intialization finished"
06-06-2026	22:49:50.710	 INFO	  7072	 60296	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
06-06-2026	22:49:50.718	 INFO	  7072	 60296	DllMain	"PROCESS ATTACHED"
06-06-2026	22:49:50.722	 INFO	  7072	 60148	LateInitialization	"Intialization..."
06-06-2026	22:49:50.724	 INFO	  7072	 60148	LoadDisplayDevicesName	"DisplayDevices : "
06-06-2026	22:49:50.727	 INFO	  7072	 60148	LoadDisplayDevicesName	"\\.\DISPLAY1"
06-06-2026	22:49:50.729	 INFO	  7072	 60148	LoadDisplayDevicesName	"\\.\DISPLAY2"
06-06-2026	22:49:50.732	 INFO	  7072	 60148	LoadDisplayDevicesName	"\\.\DISPLAY3"
06-06-2026	22:49:50.734	 INFO	  7072	 60148	LoadDisplayDevicesName	"\\.\DISPLAY4"
06-06-2026	22:49:50.742	ERROR	  7072	 60148	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
06-06-2026	22:49:50.745	 INFO	  7072	 60148	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 115825687
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
06-06-2026	22:49:50.747	 INFO	  7072	 60148	LateInitialization	"Intialization finished"
07-06-2026	14:46:01.866	 INFO	 78216	 79348	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
07-06-2026	14:46:01.873	 INFO	 78216	 79348	DllMain	"PROCESS ATTACHED"
07-06-2026	14:46:01.875	 INFO	 78216	 69740	LateInitialization	"Intialization..."
07-06-2026	14:46:01.877	 INFO	 78216	 69740	LoadDisplayDevicesName	"DisplayDevices : "
07-06-2026	14:46:01.881	 INFO	 78216	 69740	LoadDisplayDevicesName	"\\.\DISPLAY1"
07-06-2026	14:46:01.884	 INFO	 78216	 69740	LoadDisplayDevicesName	"\\.\DISPLAY2"
07-06-2026	14:46:01.888	 INFO	 78216	 69740	LoadDisplayDevicesName	"\\.\DISPLAY3"
07-06-2026	14:46:01.891	 INFO	 78216	 69740	LoadDisplayDevicesName	"\\.\DISPLAY4"
07-06-2026	14:46:01.898	ERROR	 78216	 69740	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
07-06-2026	14:46:01.901	 INFO	 78216	 69740	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\tail.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 173196843
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
07-06-2026	14:46:01.903	 INFO	 78216	 69740	LateInitialization	"Intialization finished"
07-06-2026	14:46:04.041	 INFO	 37552	 23808	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
07-06-2026	14:46:04.051	 INFO	 37552	 23808	DllMain	"PROCESS ATTACHED"
07-06-2026	14:46:04.056	 INFO	 37552	 82820	LateInitialization	"Intialization..."
07-06-2026	14:46:04.058	 INFO	 37552	 82820	LoadDisplayDevicesName	"DisplayDevices : "
07-06-2026	14:46:04.061	 INFO	 37552	 82820	LoadDisplayDevicesName	"\\.\DISPLAY1"
07-06-2026	14:46:04.064	 INFO	 37552	 82820	LoadDisplayDevicesName	"\\.\DISPLAY2"
07-06-2026	14:46:04.067	 INFO	 37552	 82820	LoadDisplayDevicesName	"\\.\DISPLAY3"
07-06-2026	14:46:04.070	 INFO	 37552	 82820	LoadDisplayDevicesName	"\\.\DISPLAY4"
07-06-2026	14:46:04.091	ERROR	 37552	 82820	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
07-06-2026	14:46:04.094	 INFO	 37552	 82820	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 173199046
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
07-06-2026	14:46:04.096	 INFO	 37552	 82820	LateInitialization	"Intialization finished"
07-06-2026	14:46:22.113	 INFO	 59872	 82416	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
07-06-2026	14:46:22.124	 INFO	 59872	 82416	DllMain	"PROCESS ATTACHED"
07-06-2026	14:46:22.127	 INFO	 59872	 21496	LateInitialization	"Intialization..."
07-06-2026	14:46:22.130	 INFO	 59872	 21496	LoadDisplayDevicesName	"DisplayDevices : "
07-06-2026	14:46:22.136	 INFO	 59872	 21496	LoadDisplayDevicesName	"\\.\DISPLAY1"
07-06-2026	14:46:22.139	 INFO	 59872	 21496	LoadDisplayDevicesName	"\\.\DISPLAY2"
07-06-2026	14:46:22.143	 INFO	 59872	 21496	LoadDisplayDevicesName	"\\.\DISPLAY3"
07-06-2026	14:46:22.145	 INFO	 59872	 21496	LoadDisplayDevicesName	"\\.\DISPLAY4"
07-06-2026	14:46:22.158	ERROR	 59872	 21496	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
07-06-2026	14:46:22.162	 INFO	 59872	 21496	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 173217109
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
07-06-2026	14:46:22.165	 INFO	 59872	 21496	LateInitialization	"Intialization finished"
07-06-2026	14:55:00.487	 INFO	 37556	 80580	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
07-06-2026	14:55:00.494	 INFO	 37556	 80580	DllMain	"PROCESS ATTACHED"
07-06-2026	14:55:00.497	 INFO	 37556	 60328	LateInitialization	"Intialization..."
07-06-2026	14:55:00.501	 INFO	 37556	 60328	LoadDisplayDevicesName	"DisplayDevices : "
07-06-2026	14:55:00.505	 INFO	 37556	 60328	LoadDisplayDevicesName	"\\.\DISPLAY1"
07-06-2026	14:55:00.511	 INFO	 37556	 60328	LoadDisplayDevicesName	"\\.\DISPLAY2"
07-06-2026	14:55:00.515	 INFO	 37556	 60328	LoadDisplayDevicesName	"\\.\DISPLAY3"
07-06-2026	14:55:00.519	 INFO	 37556	 60328	LoadDisplayDevicesName	"\\.\DISPLAY4"
07-06-2026	14:55:00.531	ERROR	 37556	 60328	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
07-06-2026	14:55:00.533	 INFO	 37556	 60328	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\tail.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 173735484
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
07-06-2026	14:55:00.537	 INFO	 37556	 60328	LateInitialization	"Intialization finished"
07-06-2026	14:55:01.649	 INFO	 78676	 54180	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
07-06-2026	14:55:01.660	 INFO	 78676	 54180	DllMain	"PROCESS ATTACHED"
07-06-2026	14:55:01.663	 INFO	 78676	 82816	LateInitialization	"Intialization..."
07-06-2026	14:55:01.666	 INFO	 78676	 82816	LoadDisplayDevicesName	"DisplayDevices : "
07-06-2026	14:55:01.670	 INFO	 78676	 82816	LoadDisplayDevicesName	"\\.\DISPLAY1"
07-06-2026	14:55:01.673	 INFO	 78676	 82816	LoadDisplayDevicesName	"\\.\DISPLAY2"
07-06-2026	14:55:01.676	 INFO	 78676	 82816	LoadDisplayDevicesName	"\\.\DISPLAY3"
07-06-2026	14:55:01.681	 INFO	 78676	 82816	LoadDisplayDevicesName	"\\.\DISPLAY4"
07-06-2026	14:55:01.700	ERROR	 78676	 82816	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
07-06-2026	14:55:01.704	 INFO	 78676	 82816	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 173736656
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
07-06-2026	14:55:01.708	 INFO	 78676	 82816	LateInitialization	"Intialization finished"
07-06-2026	15:14:09.767	 INFO	 36756	 82656	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
07-06-2026	15:14:09.780	 INFO	 36756	 82656	DllMain	"PROCESS ATTACHED"
07-06-2026	15:14:09.786	 INFO	 36756	 61208	LateInitialization	"Intialization..."
07-06-2026	15:14:09.791	 INFO	 36756	 61208	LoadDisplayDevicesName	"DisplayDevices : "
07-06-2026	15:14:09.795	 INFO	 36756	 61208	LoadDisplayDevicesName	"\\.\DISPLAY1"
07-06-2026	15:14:09.802	 INFO	 36756	 61208	LoadDisplayDevicesName	"\\.\DISPLAY2"
07-06-2026	15:14:09.807	 INFO	 36756	 61208	LoadDisplayDevicesName	"\\.\DISPLAY3"
07-06-2026	15:14:09.810	 INFO	 36756	 61208	LoadDisplayDevicesName	"\\.\DISPLAY4"
07-06-2026	15:14:09.828	ERROR	 36756	 61208	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
07-06-2026	15:14:09.837	 INFO	 36756	 61208	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\tail.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 174884781
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
07-06-2026	15:14:09.842	 INFO	 36756	 61208	LateInitialization	"Intialization finished"
07-06-2026	15:14:10.903	 INFO	 81696	 37020	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
07-06-2026	15:14:10.916	 INFO	 81696	 37020	DllMain	"PROCESS ATTACHED"
07-06-2026	15:14:10.920	 INFO	 81696	 82472	LateInitialization	"Intialization..."
07-06-2026	15:14:10.924	 INFO	 81696	 82472	LoadDisplayDevicesName	"DisplayDevices : "
07-06-2026	15:14:10.930	 INFO	 81696	 82472	LoadDisplayDevicesName	"\\.\DISPLAY1"
07-06-2026	15:14:10.935	 INFO	 81696	 82472	LoadDisplayDevicesName	"\\.\DISPLAY2"
07-06-2026	15:14:10.940	 INFO	 81696	 82472	LoadDisplayDevicesName	"\\.\DISPLAY3"
07-06-2026	15:14:10.944	 INFO	 81696	 82472	LoadDisplayDevicesName	"\\.\DISPLAY4"
07-06-2026	15:14:10.958	ERROR	 81696	 82472	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
07-06-2026	15:14:10.962	 INFO	 81696	 82472	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 174885906
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
07-06-2026	15:14:10.970	 INFO	 81696	 82472	LateInitialization	"Intialization finished"
07-06-2026	15:14:24.160	 INFO	 21204	 75276	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
07-06-2026	15:14:24.178	 INFO	 21204	 75276	DllMain	"PROCESS ATTACHED"
07-06-2026	15:14:24.187	 INFO	 21204	 82900	LateInitialization	"Intialization..."
07-06-2026	15:14:24.193	 INFO	 21204	 82900	LoadDisplayDevicesName	"DisplayDevices : "
07-06-2026	15:14:24.202	 INFO	 21204	 82900	LoadDisplayDevicesName	"\\.\DISPLAY1"
07-06-2026	15:14:24.209	 INFO	 21204	 82900	LoadDisplayDevicesName	"\\.\DISPLAY2"
07-06-2026	15:14:24.214	 INFO	 21204	 82900	LoadDisplayDevicesName	"\\.\DISPLAY3"
07-06-2026	15:14:24.222	 INFO	 21204	 82900	LoadDisplayDevicesName	"\\.\DISPLAY4"
07-06-2026	15:14:24.241	ERROR	 21204	 82900	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
07-06-2026	15:14:24.247	 INFO	 21204	 82900	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 174899187
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
07-06-2026	15:14:24.253	 INFO	 21204	 82900	LateInitialization	"Intialization finished"
07-06-2026	15:30:02.057	 INFO	 79740	 84028	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
07-06-2026	15:30:02.062	 INFO	 79740	 84028	DllMain	"PROCESS ATTACHED"
07-06-2026	15:30:02.065	 INFO	 79740	 84252	LateInitialization	"Intialization..."
07-06-2026	15:30:02.068	 INFO	 79740	 84252	LoadDisplayDevicesName	"DisplayDevices : "
07-06-2026	15:30:02.071	 INFO	 79740	 84252	LoadDisplayDevicesName	"\\.\DISPLAY1"
07-06-2026	15:30:02.074	 INFO	 79740	 84252	LoadDisplayDevicesName	"\\.\DISPLAY2"
07-06-2026	15:30:02.076	 INFO	 79740	 84252	LoadDisplayDevicesName	"\\.\DISPLAY3"
07-06-2026	15:30:02.079	 INFO	 79740	 84252	LoadDisplayDevicesName	"\\.\DISPLAY4"
07-06-2026	15:30:02.086	ERROR	 79740	 84252	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
07-06-2026	15:30:02.089	 INFO	 79740	 84252	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\tail.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 175837031
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
07-06-2026	15:30:02.092	 INFO	 79740	 84252	LateInitialization	"Intialization finished"
07-06-2026	15:30:03.198	 INFO	 84080	 82272	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
07-06-2026	15:30:03.205	 INFO	 84080	 82272	DllMain	"PROCESS ATTACHED"
07-06-2026	15:30:03.207	 INFO	 84080	 84000	LateInitialization	"Intialization..."
07-06-2026	15:30:03.211	 INFO	 84080	 84000	LoadDisplayDevicesName	"DisplayDevices : "
07-06-2026	15:30:03.214	 INFO	 84080	 84000	LoadDisplayDevicesName	"\\.\DISPLAY1"
07-06-2026	15:30:03.216	 INFO	 84080	 84000	LoadDisplayDevicesName	"\\.\DISPLAY2"
07-06-2026	15:30:03.220	 INFO	 84080	 84000	LoadDisplayDevicesName	"\\.\DISPLAY3"
07-06-2026	15:30:03.223	 INFO	 84080	 84000	LoadDisplayDevicesName	"\\.\DISPLAY4"
07-06-2026	15:30:03.231	ERROR	 84080	 84000	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
07-06-2026	15:30:03.233	 INFO	 84080	 84000	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 175838187
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
07-06-2026	15:30:03.236	 INFO	 84080	 84000	LateInitialization	"Intialization finished"
07-06-2026	15:40:03.356	 INFO	 83476	 85076	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
07-06-2026	15:40:03.361	 INFO	 83476	 85076	DllMain	"PROCESS ATTACHED"
07-06-2026	15:40:03.363	 INFO	 83476	 85108	LateInitialization	"Intialization..."
07-06-2026	15:40:03.364	 INFO	 83476	 85108	LoadDisplayDevicesName	"DisplayDevices : "
07-06-2026	15:40:03.367	 INFO	 83476	 85108	LoadDisplayDevicesName	"\\.\DISPLAY1"
07-06-2026	15:40:03.369	 INFO	 83476	 85108	LoadDisplayDevicesName	"\\.\DISPLAY2"
07-06-2026	15:40:03.371	 INFO	 83476	 85108	LoadDisplayDevicesName	"\\.\DISPLAY3"
07-06-2026	15:40:03.373	 INFO	 83476	 85108	LoadDisplayDevicesName	"\\.\DISPLAY4"
07-06-2026	15:40:03.386	ERROR	 83476	 85108	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
07-06-2026	15:40:03.387	 INFO	 83476	 85108	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\tail.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 176438343
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
07-06-2026	15:40:03.389	 INFO	 83476	 85108	LateInitialization	"Intialization finished"
07-06-2026	15:40:04.468	 INFO	 75020	 78444	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
07-06-2026	15:40:04.472	 INFO	 75020	 78444	DllMain	"PROCESS ATTACHED"
07-06-2026	15:40:04.474	 INFO	 75020	 38916	LateInitialization	"Intialization..."
07-06-2026	15:40:04.476	 INFO	 75020	 38916	LoadDisplayDevicesName	"DisplayDevices : "
